,id,title,all
714,1538,Collateral,michaelmann tomcruise jamiefoxx jadapinkettsmith markruffalo drama crime thriller california taxi assassin hostage taxidriver fbi hitman police losangeles murderer crime criminal gunviolence
715,9334,The Scorpion King,chuckrussell dwaynejohnson kellyhu michaelclarkeduncan stevenbrand action fantasy adventure egypt temple
716,11128,Ladder 49,jayrussell joaquinphoenix johntravolta jacindabarrett robertpatrick drama action thriller ledge practicaljoke
717,75780,Jack Reacher,christophermcquarrie tomcruise rosamundpike richardjenkins davidoyelowo crime drama thriller basedonnovel sniper investigation police quarry
718,8914,Deep Blue Sea,rennyharlin thomasjane saffronburrows llcoolj michaelrapaport action sciencefiction thriller sharkattack shark alzheimer'sdisease killershark noopeningcredits
719,13576,This Is It,kennyortega michaeljackson orianthi kennyortega dorianholley music documentary popstar music concert aftercreditsstinger duringcreditsstinger
720,39538,Contagion,stevensoderbergh mattdamon gwynethpaltrow katewinslet judelaw drama thriller sciencefiction savingtheworld mutation infection terminalillness quarantine outbreak medical vaccine lethalvirus scientist epidemic
721,10628,Kangaroo Jack,davidmcnally jerryo'connell anthonyanderson estellawarren christopherwalken comedy adventure crime moneydelivery fool australia hoodlum kangaroo
722,14836,Coraline,henryselick dakotafanning terihatcher jennifersaunders dawnfrench animation family dream eye stuffedanimal parallelworld button newhome secretdoor aftercreditsstinger duringcreditsstinger
723,8645,The Happening,m.nightshyamalan markwahlberg zooeydeschanel johnleguizamo spencerbreslin thriller sciencefiction tree naturaldisaster crisis park strangebehavior
724,9509,Man on Fire,tonyscott denzelwashington dakotafanning marcanthony radhamitchell action drama thriller crime mexico cia kidnapping diary bible bodyguard stuffedanimal cellphone alcoholic grenadelauncher bloodshed swimmeet
725,10067,The Shaggy Dog,brianrobbins timallen kristindavis dannyglover spencerbreslin comedy family fathersonrelationship parentskidsrelationship workaholic wifehusbandrelationship transformation bodyexchange daughter lawyer dog family turnsintoanimal
726,9384,Starsky & Hutch,toddphillips benstiller owenwilson snoopdogg fredwilliamson comedy crime informant jumpingfromarooftop surveillancefootage
727,9279,Jingle All the Way,brianlevant arnoldschwarzenegger philhartman sinbad ritawilson family comedy holiday christmasparty santaclaus toy puppet christmas turboman navidad
728,1487,Hellboy,guillermodeltoro ronperlman selmablair rupertevans johnhurt fantasy action sciencefiction blackmagic fistfight cover-up superhero paranormalphenomena narrationfromgrave demon occult combatphotography reanimatedcorpse duringcreditsstinger
729,9422,A Civil Action,stevenzaillian johntravolta robertduvall tonyshalhoub williamh.macy drama success advancement rightandjustice leukemia lawyer businessstart-up
730,77174,ParaNorman,samfell kodismit-mcphee tuckeralbrizzi jodelleferland annakendrick family animation adventure comedy medium stopmotion curse jock ghost communicatingwiththedead aftercreditsstinger dealingwiththepast witchtrial childwitch empathy strange
731,4824,The Jackal,michaelcaton-jones brucewillis richardgere sidneypoitier dianevenora action thriller adventure crime fbi coldwar hitman
732,9620,Paycheck,johnwoo benaffleck aaroneckhart umathurman paulgiamatti action adventure mystery sciencefiction thriller prophecy engineer scientist millionaire
733,9302,Up Close & Personal,jonavnet robertredford michellepfeiffer stockardchanning joemantegna drama romance miami television career vitaminb reporter
734,10199,The Tale of Despereaux,robertstevenhagen matthewbroderick dustinhoffman emmawatson traceyullman adventure animation family loyalty totalitarianregime mouse forgiveness honor unlikelyfriendship courage chivalry animallead
735,10771,The Tuxedo,kevindonovan jackiechan jenniferlovehewitt jasonisaacs debimazar thriller action comedy sciencefiction bomb intelligence chauffeur wound secretagent headinjury
736,3512,Under Siege 2: Dark Territory,geoffmurphy stevenseagal ericbogosian everettmcgill katherineheigl action thriller terrorist pentagon satellite navyseal train
737,137094,Jack Ryan: Shadow Recruit,kennethbranagh chrispine keiraknightley kevincostner kennethbranagh action drama thriller londonengland corruption cia terrorist sniper explosive intelligence russia murder conspiracy surveillance agent jackryan u.s.marine rehab analyst
738,274479,Joy,davido.russell jenniferlawrence bradleycooper robertdeniro daschapolanco drama comedy factory inventor strongwoman biography basedontruestory stolenpatent
739,267860,London Has Fallen,babaknajafi gerardbutler aaroneckhart morganfreeman angelabassett action crime thriller londonengland terrorist terroristattack
740,8078,Alien: Resurrection,jean-pierrejeunet sigourneyweaver winonaryder braddourif ronperlman sciencefiction horror action android mercenary dystopia sequel alien betrayal impalement cloning scientist flamethrower disembowelment smuggler genemanipulation maninwheelchair breeding geneticengineering regeneration xenomorph alienqueen explosivedecompression swimmingunderwater
741,7485,Shooter,antoinefuqua markwahlberg michaelpeña dannyglover katemara action drama mystery thriller crime corruption sniper senator conspiracyofmurder childlessness rifle sniperrifle fbiagent
742,170687,The Boxtrolls,anthonystacchi benkingsley isaachempstead-wright ellefanning deebradleybaker animation comedy family fantasy basedonnovel stopmotion fatherdaughterrelationship unlikelyfriendship duringcreditsstinger
743,6435,Practical Magic,griffindunne sandrabullock nicolekidman evanrachelwood goranvisnjic drama fantasy comedy witch magic sorcery love curse familycurse
744,137106,The Lego Movie,phillord chrispratt willferrell elizabethbanks willarnett adventure animation comedy family fantasy fathersonrelationship creativity friendship partliveaction toys basedontoy fallinginlove superpowers duringcreditsstinger differentworlds lego batman
745,10040,Miss Congeniality 2: Armed and Fabulous,johnpasquin sandrabullock reginaking enriquemurciano williamshatner action comedy ransom pressconference ship missamerica fbiagent
746,6278,Reign of Fire,robbowman christianbale matthewmcconaughey izabellascorupco gerardbutler adventure action fantasy dragon evolution firechief animatedmap theatreaudience dragonslayer tunnelconstruction firerepellent drilling iodine
747,82682,Gangster Squad,rubenfleischer joshbrolin ryangosling nicknolte emmastone crime drama action thriller losangeles gangster
748,17610,Year One,haroldramis jackblack michaelcera oliviawilde oliverplatt comedy adventure temple slavery stoneage circumcision hebrews cavemen prehistoricadventure duringcreditsstinger prehistorictimes prehistoricman
749,22954,Invictus,clinteastwood morganfreeman mattdamon tonykgoroge patrickmofokeng drama history stadium southafrica apartheid nelsonmandela sport nation rugby president racism poverty celebration duringcreditsstinger
750,16995,State of Play,kevinmacdonald russellcrowe benaffleck rachelmcadams robinwright action corruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracyofmurder politics electioncampaign government murder thriller blog reporter
751,16558,Duplicity,tonygilroy cliveowen juliaroberts paulgiamatti tomwilkinson romance comedy crime spy
752,9849,My Favorite Martian,donaldpetrie jeffdaniels elizabethhurley darylhannah christopherlloyd comedy drama family sciencefiction alien martian basedontvseries fishoutofwater
753,5820,The Sentinel,clarkjohnson michaeldouglas kiefersutherland evalongoria martindonovan action thriller crime usapresident agent
754,16866,Planet 51,jorgeblanco dwaynejohnson seannwilliamscott jessicabiel justinlong sciencefiction animation family comedy adventure flyingsaucer alienlife-form spaceship alien alienplanet planet duringcreditsstinger
755,201,Star Trek: Nemesis,stuartbaird patrickstewart jonathanfrakes brentspiner levarburton sciencefiction action adventure thriller clone assassination ambush federation starfleet enterprise-e romulus android senate selfsacrifice telepathy weapon romulans spaceopera
756,11775,Intolerable Cruelty,joelcoen georgeclooney catherinezeta-jones edwardherrmann geoffreyrush crime comedy romance california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce
757,87825,Trouble with the Curve,robertlorenz clinteastwood amyadams justintimberlake johngoodman drama romance women baseball pitcher homerun aging sport talent-scout cigarsmoking pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvision blurredsight
758,12201,Edge of Darkness,martincampbell melgibson raywinstone dannyhuston shawnroberts crime drama mystery thriller murder violence deathofdaughter homicidedetective
759,11015,The Relic,peterhyams penelopeannmiller tomsizemore lindahunt jameswhitmore horror mystery thriller chicago basedonnovel monster museum pileofdeadbodies god deadbody anthropologist indiantribe amazonjungle
760,9932,Analyze That,haroldramis robertdeniro billycrystal lisakudrow joeviterelli comedy crime prison gold therapist gangster
761,13389,Righteous Kill,jonavnet robertdeniro carlagugino 50cent alpacino action crime drama thriller revenge murder plottwist dirtycop
762,8838,Mercury Rising,haroldbecker brucewillis alecbaldwin mikohughes chimcbride action crime drama thriller assassin lossoffamily autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiagent autisticsavant
763,17332,The Soloist,joewright robertdowneyjr. jamiefoxx catherinekeener nelsanellis drama newspaper cello musical violin losangeles
764,4958,The Legend of Bagger Vance,robertredford mattdamon brucemcgill charlizetheron willsmith fantasy drama competition worldwari greatdepression caddy savannah
765,786,Almost Famous,cameroncrowe katehudson billycrudup francesmcdormand jasonlee drama music hotelroom sandiego drugaddiction stewardess overdose groupie musicjournalist blacksabbath rock concert swimmingpool basedontruestory promiscuity comingofage ontheroad domineeringmother reconciliation semiautobiographical innocencelost bustrip aspiringwriter
766,9513,Garfield: A Tail of Two Kitties,timhill billmurray jenniferlovehewitt billyconnolly ianabercrombie animation comedy family londonengland cat mistakeinperson luxury wretch nobility garfield
767,11679,xXx: State of the Union,leetamahori icecube samuell.jackson willemdafoe scottspeedman action adventure crime drama mystery thriller washingtond.c. helicopter usapresident general coupd'etat militaryprison coup agent insurgent secretaryofdefense potus
768,38321,Priest,scottstewart paulbettany karlurban camgigandet maggieq action sciencefiction fantasy thriller horror vampire crucifixion post-apocalyptic dystopia vampirehunter disobey niece darkhero
769,14411,Sinbad: Legend of the Seven Seas,timjohnson bradpitt catherinezeta-jones michellepfeiffer josephfiennes family animation adventure prince watermonster
770,8413,Event Horizon,paulw.s.anderson laurencefishburne samneill kathleenquinlan joelyrichardson horror sciencefiction mystery spacemarine nudity nightmare hallucination cryogenics spacetravel blackhole insanity delusion crew alternatedimension evilspirit hellgate religion explosion violence burningman rescueteam flashback supernaturalpower trappedinspace distresssignal derelictship
771,10052,Dragonfly,tomshadyac kevincostner joemorton ronrifkin susannathompson drama pregnancyandbirth voice dragonfly carcrash jungle hospital doctor humanitarian spiritism
772,9676,The Black Dahlia,briandepalma joshhartnett scarlettjohansson aaroneckhart hilaryswank drama pornography observer losangeles murderhunt
